logical_day,product_group,item_id,item_name,item_type,port_id,port_name,listed_unit_price_before_tax,port_tax_rate,npc_pays_player,ordinary_quantity,is_infinite
2026-09-05,craft,2975,Ball Ammo,Resource,301,Penzacola,14,0.05,1,426112.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,203,Perijá,14,0.05,1,1457.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,65,Pinar del Río,14,0.05,1,157221.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,54,Portillo,14,0.05,1,7539.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,49,Puerto de Nipe,14,0.05,1,3032.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,51,Puerto Escondido,14,0.05,1,704.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,43,Remedios,14,0.05,1,501.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,5,Road Rocks,14,0.05,1,720.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,152,Roseau,14,0.05,1,1867.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,355,Saint George's Town,14,0.05,1,4626.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,296,Saint-Malo,14,0.05,1,77577.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,62,San Lazaro,14,0.05,1,203000.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,305,San Marcos,14,0.05,1,5222.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,68,Santa Fe,14,0.05,1,17801.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,57,Santa María,14,0.05,1,110991.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,108,Santo Domingo,14,0.05,1,78827.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,176,Santo Tomé de Guayana,14,0.05,1,26189.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,331,Savannah,14,0.05,1,7105.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,349,Serrana,14,0.05,1,1481.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,366,Shroud Cay,14,0.05,1,2645.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,71,Siguanea,14,0.05,1,803.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,309,Tampa,14,0.05,1,14887.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,263,Tantun Cuzamil,14,0.05,1,21088.0,False
2026-09-05,craft,2975,Ball Ammo,Resource,244,Truxillo,14,0.05,1,4301.0,False
2026-09-05,craft,360,Barrels,Material,225,Almirante,6,0.05,1,4.0,False
2026-09-05,craft,360,Barrels,Material,150,Aves,6,0.05,1,6.0,False
2026-09-05,craft,360,Barrels,Material,321,Ays,6,0.05,1,20.0,False
2026-09-05,craft,360,Barrels,Material,146,Basse-Terre,6,0.05,1,19.0,False
2026-09-05,craft,360,Barrels,Material,137,Basseterre Town,6,0.05,1,9.0,False
2026-09-05,craft,360,Barrels,Material,10,Bimini,6,0.05,1,1.0,False
2026-09-05,craft,360,Barrels,Material,243,Black River,6,0.05,1,8.0,False
2026-09-05,craft,360,Barrels,Material,245,Bonacca,6,0.05,1,7.0,False
2026-09-05,craft,360,Barrels,Material,350,Bone Cay,6,0.05,1,12.0,False
2026-09-05,craft,360,Barrels,Material,161,Bridgetown,6,0.05,1,7.0,False
2026-09-05,craft,360,Barrels,Material,329,Brunswick,6,0.05,1,8.0,False
2026-09-05,craft,360,Barrels,Material,318,Cabo Cañaveral,6,0.05,1,4.0,False
2026-09-05,craft,360,Barrels,Material,208,Cabo de la Vela,6,0.05,1,8.0,False
2026-09-05,craft,360,Barrels,Material,269,Campeche,6,0.05,1,46.0,False
2026-09-05,craft,360,Barrels,Material,193,Caracas,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,74,Cayman Brac,6,0.05,1,129.0,False
2026-09-05,craft,360,Barrels,Material,323,Cayo Biscayno,6,0.05,1,3916.0,False
2026-09-05,craft,360,Barrels,Material,44,Cayo Romano,6,0.05,1,10.0,False
2026-09-05,craft,360,Barrels,Material,177,Caño Araguao,6,0.05,1,16.0,False
2026-09-05,craft,360,Barrels,Material,333,Charleston,6,0.05,1,12421.0,False
2026-09-05,craft,360,Barrels,Material,129,Christiansted,6,0.05,1,107.0,False
2026-09-05,craft,360,Barrels,Material,66,Corrientes,6,0.05,1,24.0,False
2026-09-05,craft,360,Barrels,Material,189,Cumaná,6,0.05,1,15.0,False
2026-09-05,craft,360,Barrels,Material,173,Fort Oranje,6,0.05,1,17010.0,False
2026-09-05,craft,360,Barrels,Material,311,Gasparilla,6,0.05,1,2130.0,False
2026-09-05,craft,360,Barrels,Material,72,George Town,6,0.05,1,559.0,False
2026-09-05,craft,360,Barrels,Material,18,George's Town,6,0.05,1,2.0,False
2026-09-05,craft,360,Barrels,Material,334,Georgetown,6,0.05,1,46.0,False
2026-09-05,craft,360,Barrels,Material,16,Governor's Harbour,6,0.05,1,1618.0,False
2026-09-05,craft,360,Barrels,Material,240,Gracias a Dios,6,0.05,1,7.0,False
2026-09-05,craft,360,Barrels,Material,374,Guacata,6,0.05,1,18.0,False
2026-09-05,craft,360,Barrels,Material,119,Guánica,6,0.05,1,9.0,False
2026-09-05,craft,360,Barrels,Material,106,Higüey,6,0.05,1,15.0,False
2026-09-05,craft,360,Barrels,Material,83,Jacmel,6,0.05,1,22.0,False
2026-09-05,craft,360,Barrels,Material,88,Jérémie,6,0.05,1,33.0,False
2026-09-05,craft,360,Barrels,Material,162,Kingstown,6,0.05,1,33.0,False
2026-09-05,craft,360,Barrels,Material,42,La Anguila,6,0.05,1,28.0,False
2026-09-05,craft,360,Barrels,Material,100,La Isabela,6,0.05,1,20.0,False
2026-09-05,craft,360,Barrels,Material,85,La Navasse,6,0.05,1,10.0,False
2026-09-05,craft,360,Barrels,Material,171,La Orchilla,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,187,La Tortuga,6,0.05,1,1.0,False
2026-09-05,craft,360,Barrels,Material,154,La Trinité,6,0.05,1,15.0,False
2026-09-05,craft,360,Barrels,Material,307,Las Sabinas,6,0.05,1,11.0,False
2026-09-05,craft,360,Barrels,Material,314,Las Tortugas,6,0.05,1,7.0,False
2026-09-05,craft,360,Barrels,Material,86,Les Cayes,6,0.05,1,7.0,False
2026-09-05,craft,360,Barrels,Material,29,Little Inagua,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,90,Léogane,6,0.05,1,16.0,False
2026-09-05,craft,360,Barrels,Material,55,Manzanillo,6,0.05,1,5.0,False
2026-09-05,craft,360,Barrels,Material,9,Marsh Harbour,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,39,Matanzas,6,0.05,1,8.0,False
2026-09-05,craft,360,Barrels,Material,297,Nouvelle-Orléans,6,0.05,1,4.0,False
2026-09-05,craft,360,Barrels,Material,46,Nuevitas,6,0.05,1,9563.0,False
2026-09-05,craft,360,Barrels,Material,235,Old Providence,6,0.05,1,13.0,False
2026-09-05,craft,360,Barrels,Material,136,Oranjestad,6,0.05,1,8.0,False
2026-09-05,craft,360,Barrels,Material,185,Pampatar,6,0.05,1,11.0,False
2026-09-05,craft,360,Barrels,Material,301,Penzacola,6,0.05,1,10000.0,False
2026-09-05,craft,360,Barrels,Material,203,Perijá,6,0.05,1,2.0,False
2026-09-05,craft,360,Barrels,Material,65,Pinar del Río,6,0.05,1,5494.0,False
2026-09-05,craft,360,Barrels,Material,369,Plymouth,6,0.05,1,11.0,False
2026-09-05,craft,360,Barrels,Material,145,Pointe-à-Pitre,6,0.05,1,13.0,False
2026-09-05,craft,360,Barrels,Material,91,Port-au-Prince,6,0.05,1,8.0,False
2026-09-05,craft,360,Barrels,Material,54,Portillo,6,0.05,1,24.0,False
2026-09-05,craft,360,Barrels,Material,220,Portobelo,6,0.05,1,6.0,False
2026-09-05,craft,360,Barrels,Material,194,Puerto Cabello,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,169,Puerto de España,6,0.05,1,15.0,False
2026-09-05,craft,360,Barrels,Material,49,Puerto de Nipe,6,0.05,1,15.0,False
2026-09-05,craft,360,Barrels,Material,51,Puerto Escondido,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,101,Puerto Plata,6,0.05,1,7.0,False
2026-09-05,craft,360,Barrels,Material,271,Puerto Real,6,0.05,1,5.0,False
2026-09-05,craft,360,Barrels,Material,191,Píritu,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,21,Ragged Cay,6,0.05,1,7.0,False
2026-09-05,craft,360,Barrels,Material,43,Remedios,6,0.05,1,81.0,False
2026-09-05,craft,360,Barrels,Material,152,Roseau,6,0.05,1,5.0,False
2026-09-05,craft,360,Barrels,Material,192,Río Chico,6,0.05,1,1.0,False
2026-09-05,craft,360,Barrels,Material,164,Saint George,6,0.05,1,19.0,False
2026-09-05,craft,360,Barrels,Material,355,Saint George's Town,6,0.05,1,5.0,False
2026-09-05,craft,360,Barrels,Material,296,Saint-Malo,6,0.05,1,9002.0,False
2026-09-05,craft,360,Barrels,Material,92,Saint-Marc,6,0.05,1,5.0,False
2026-09-05,craft,360,Barrels,Material,82,Sale-Trou,6,0.05,1,52.0,False
2026-09-05,craft,360,Barrels,Material,104,Samaná,6,0.05,1,1.0,False
2026-09-05,craft,360,Barrels,Material,303,San José,6,0.05,1,10000.0,False
2026-09-05,craft,360,Barrels,Material,305,San Marcos,6,0.05,1,4.0,False
2026-09-05,craft,360,Barrels,Material,52,Santiago de Cuba,6,0.05,1,12.0,False
2026-09-05,craft,360,Barrels,Material,176,Santo Tomé de Guayana,6,0.05,1,73.0,False
2026-09-05,craft,360,Barrels,Material,165,Scarborough,6,0.05,1,9.0,False
2026-09-05,craft,360,Barrels,Material,266,Selam,6,0.05,1,9.0,False
2026-09-05,craft,360,Barrels,Material,71,Siguanea,6,0.05,1,13.0,False
2026-09-05,craft,360,Barrels,Material,309,Tampa,6,0.05,1,2.0,False
2026-09-05,craft,360,Barrels,Material,263,Tantun Cuzamil,6,0.05,1,2.0,False
2026-09-05,craft,360,Barrels,Material,213,Tolú,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,6,Turtle Cay,6,0.05,1,2.0,False
2026-09-05,craft,360,Barrels,Material,276,Vera Cruz,6,0.05,1,10000.0,False
2026-09-05,craft,360,Barrels,Material,273,Victoria,6,0.05,1,90.0,False
2026-09-05,craft,360,Barrels,Material,159,Vieux-Fort,6,0.05,1,3.0,False
2026-09-05,craft,360,Barrels,Material,22,Watlings,6,0.05,1,12.0,False
2026-09-05,craft,360,Barrels,Material,364,William's Bay,6,0.05,1,1488.0,False
2026-09-05,craft,905,Charcoal,Material,10,Bimini,4,0.05,1,700.0,False
2026-09-05,craft,905,Charcoal,Material,230,Bluefields,4,0.05,1,10000.0,False
2026-09-05,craft,905,Charcoal,Material,245,Bonacca,4,0.05,1,16.0,False
2026-09-05,craft,905,Charcoal,Material,329,Brunswick,4,0.05,1,2.0,False
2026-09-05,craft,905,Charcoal,Material,269,Campeche,4,0.05,1,20.0,False
2026-09-05,craft,905,Charcoal,Material,74,Cayman Brac,4,0.05,1,977.0,False
2026-09-05,craft,905,Charcoal,Material,66,Corrientes,4,0.05,1,10.0,False
2026-09-05,craft,905,Charcoal,Material,241,Croata,4,0.05,1,260.0,False
2026-09-05,craft,905,Charcoal,Material,183,Galdonas,4,0.05,1,4960.0,False
2026-09-05,craft,905,Charcoal,Material,311,Gasparilla,4,0.05,1,1208.0,False
2026-09-05,craft,905,Charcoal,Material,16,Governor's Harbour,4,0.05,1,9102.0,False
2026-09-05,craft,905,Charcoal,Material,233,Great River,4,0.05,1,7334.0,False
2026-09-05,craft,905,Charcoal,Material,316,Islamorada,4,0.05,1,1.0,False
2026-09-05,craft,905,Charcoal,Material,42,La Anguila,4,0.05,1,1006.0,False
2026-09-05,craft,905,Charcoal,Material,29,Little Inagua,4,0.05,1,2500.0,False
2026-09-05,craft,905,Charcoal,Material,90,Léogane,4,0.05,1,10000.0,False
2026-09-05,craft,905,Charcoal,Material,55,Manzanillo,4,0.05,1,7500.0,False
2026-09-05,craft,905,Charcoal,Material,46,Nuevitas,4,0.05,1,2825.0,False
2026-09-05,craft,905,Charcoal,Material,235,Old Providence,4,0.05,1,2140.0,False
2026-09-05,craft,905,Charcoal,Material,301,Penzacola,4,0.05,1,8332.0,False
2026-09-05,craft,905,Charcoal,Material,65,Pinar del Río,4,0.05,1,19477.0,False
2026-09-05,craft,905,Charcoal,Material,91,Port-au-Prince,4,0.05,1,3380.0,False
2026-09-05,craft,905,Charcoal,Material,54,Portillo,4,0.05,1,4206.0,False
2026-09-05,craft,905,Charcoal,Material,43,Remedios,4,0.05,1,4000.0,False
2026-09-05,craft,905,Charcoal,Material,296,Saint-Malo,4,0.05,1,10000.0,False
2026-09-05,craft,905,Charcoal,Material,82,Sale-Trou,4,0.05,1,10.0,False
2026-09-05,craft,905,Charcoal,Material,57,Santa María,4,0.05,1,9000.0,False
2026-09-05,craft,905,Charcoal,Material,276,Vera Cruz,4,0.05,1,2500.0,False
2026-09-05,craft,905,Charcoal,Material,273,Victoria,4,0.05,1,3084.0,False
2026-09-05,craft,905,Charcoal,Material,159,Vieux-Fort,4,0.05,1,1.0,False
2026-09-05,craft,905,Charcoal,Material,4,West End,4,0.05,1,282.0,False
2026-09-05,craft,905,Charcoal,Material,364,William's Bay,4,0.05,1,750.0,False
2026-09-05,craft,26,Fir Log,Resource,207,Coquibacoa,2,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,214,Dariena,2,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,225,Almirante,3,0.05,1,3243392.0,False
2026-09-05,craft,26,Fir Log,Resource,269,Campeche,3,0.05,1,3468519.0,False
2026-09-05,craft,26,Fir Log,Resource,175,Fort Zoutman,3,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,72,George Town,3,0.05,1,109903.0,False
2026-09-05,craft,26,Fir Log,Resource,83,Jacmel,3,0.05,1,3235745.0,False
2026-09-05,craft,26,Fir Log,Resource,250,Omoa,3,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,95,Port-de-Paix,3,0.05,1,2963849.0,False
2026-09-05,craft,26,Fir Log,Resource,21,Ragged Cay,3,0.05,1,5089.0,False
2026-09-05,craft,26,Fir Log,Resource,92,Saint-Marc,3,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,305,San Marcos,3,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,321,Ays,4,0.05,1,3.0,False
2026-09-05,craft,26,Fir Log,Resource,35,Baja,4,0.05,1,20.0,False
2026-09-05,craft,26,Fir Log,Resource,50,Baracoa,4,0.05,1,457.0,False
2026-09-05,craft,26,Fir Log,Resource,137,Basseterre Town,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,243,Black River,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,350,Bone Cay,4,0.05,1,202.0,False
2026-09-05,craft,26,Fir Log,Resource,329,Brunswick,4,0.05,1,3383120.0,False
2026-09-05,craft,26,Fir Log,Resource,208,Cabo de la Vela,4,0.05,1,1025.0,False
2026-09-05,craft,26,Fir Log,Resource,149,Camp du Roy,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,193,Caracas,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,323,Cayo Biscayno,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,177,Caño Araguao,4,0.05,1,22.0,False
2026-09-05,craft,26,Fir Log,Resource,270,Champotón,4,0.05,1,14.0,False
2026-09-05,craft,26,Fir Log,Resource,129,Christiansted,4,0.05,1,472.0,False
2026-09-05,craft,26,Fir Log,Resource,223,Concepción,4,0.05,1,3.0,False
2026-09-05,craft,26,Fir Log,Resource,259,Congrios,4,0.05,1,7.0,False
2026-09-05,craft,26,Fir Log,Resource,264,Conil,4,0.05,1,120.0,False
2026-09-05,craft,26,Fir Log,Resource,196,Coro,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,189,Cumaná,4,0.05,1,3408373.0,False
2026-09-05,craft,26,Fir Log,Resource,274,Espíritu Santo,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,135,Fort Baai,4,0.05,1,10.0,False
2026-09-05,craft,26,Fir Log,Resource,156,Fort-Royal,4,0.05,1,3.0,False
2026-09-05,craft,26,Fir Log,Resource,311,Gasparilla,4,0.05,1,17.0,False
2026-09-05,craft,26,Fir Log,Resource,334,Georgetown,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,201,Gibraltar,4,0.05,1,9220.0,False
2026-09-05,craft,26,Fir Log,Resource,16,Governor's Harbour,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,33,Grand Turk,4,0.05,1,7.0,False
2026-09-05,craft,26,Fir Log,Resource,231,Great Corn,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,374,Guacata,4,0.05,1,16.0,False
2026-09-05,craft,26,Fir Log,Resource,179,Guayaguayare,4,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,117,Guayama,4,0.05,1,79526.0,False
2026-09-05,craft,26,Fir Log,Resource,133,Gustavia,4,0.05,1,4.0,False
2026-09-05,craft,26,Fir Log,Resource,15,Harbour Island,4,0.05,1,3600000.0,False
2026-09-05,craft,26,Fir Log,Resource,316,Islamorada,4,0.05,1,3569877.0,False
2026-09-05,craft,26,Fir Log,Resource,88,Jérémie,4,0.05,1,5.0,False
2026-09-05,craft,26,Fir Log,Resource,313,Key West,4,0.05,1,7.0,False
2026-09-05,craft,26,Fir Log,Resource,357,Kidd's Harbour,4,0.05,1,5.0,False
2026-09-05,craft,26,Fir Log,Resource,363,La Desconocida,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,100,La Isabela,4,0.05,1,96.0,False
2026-09-05,craft,26,Fir Log,Resource,112,La Mona,4,0.05,1,5000.0,False
2026-09-05,craft,26,Fir Log,Resource,154,La Trinité,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,172,Las Aves,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,307,Las Sabinas,4,0.05,1,1461.0,False
2026-09-05,craft,26,Fir Log,Resource,90,Léogane,4,0.05,1,54.0,False
2026-09-05,craft,26,Fir Log,Resource,204,Maracaibo,4,0.05,1,8021.0,False
2026-09-05,craft,26,Fir Log,Resource,227,Matina,4,0.05,1,3.0,False
2026-09-05,craft,26,Fir Log,Resource,197,Mitara,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,12,Morgan's Bluff,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,297,Nouvelle-Orléans,4,0.05,1,5.0,False
2026-09-05,craft,26,Fir Log,Resource,46,Nuevitas,4,0.05,1,4459.0,False
2026-09-05,craft,26,Fir Log,Resource,235,Old Providence,4,0.05,1,6.0,False
2026-09-05,craft,26,Fir Log,Resource,185,Pampatar,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,180,Pedernales,4,0.05,1,6.0,False
2026-09-05,craft,26,Fir Log,Resource,301,Penzacola,4,0.05,1,7097.0,False
2026-09-05,craft,26,Fir Log,Resource,203,Perijá,4,0.05,1,10.0,False
2026-09-05,craft,26,Fir Log,Resource,65,Pinar del Río,4,0.05,1,397313.0,False
2026-09-05,craft,26,Fir Log,Resource,145,Pointe-à-Pitre,4,0.05,1,4.0,False
2026-09-05,craft,26,Fir Log,Resource,77,Port Antonio,4,0.05,1,4.0,False
2026-09-05,craft,26,Fir Log,Resource,54,Portillo,4,0.05,1,5.0,False
2026-09-05,craft,26,Fir Log,Resource,169,Puerto de España,4,0.05,1,6.0,False
2026-09-05,craft,26,Fir Log,Resource,49,Puerto de Nipe,4,0.05,1,96.0,False
2026-09-05,craft,26,Fir Log,Resource,271,Puerto Real,4,0.05,1,93.0,False
2026-09-05,craft,26,Fir Log,Resource,43,Remedios,4,0.05,1,344.0,False
2026-09-05,craft,26,Fir Log,Resource,5,Road Rocks,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,164,Saint George,4,0.05,1,1530.0,False
2026-09-05,craft,26,Fir Log,Resource,355,Saint George's Town,4,0.05,1,3653.0,False
2026-09-05,craft,26,Fir Log,Resource,296,Saint-Malo,4,0.05,1,8.0,False
2026-09-05,craft,26,Fir Log,Resource,82,Sale-Trou,4,0.05,1,19.0,False
2026-09-05,craft,26,Fir Log,Resource,236,San Andrés,4,0.05,1,4.0,False
2026-09-05,craft,26,Fir Log,Resource,303,San José,4,0.05,1,7.0,False
2026-09-05,craft,26,Fir Log,Resource,115,San Juan,4,0.05,1,475.0,False
2026-09-05,craft,26,Fir Log,Resource,56,Santa Cruz,4,0.05,1,434.0,False
2026-09-05,craft,26,Fir Log,Resource,68,Santa Fe,4,0.05,1,14.0,False
2026-09-05,craft,26,Fir Log,Resource,57,Santa María,4,0.05,1,2.0,False
2026-09-05,craft,26,Fir Log,Resource,52,Santiago de Cuba,4,0.05,1,6.0,False
2026-09-05,craft,26,Fir Log,Resource,165,Scarborough,4,0.05,1,5.0,False
2026-09-05,craft,26,Fir Log,Resource,349,Serrana,4,0.05,1,65.0,False
2026-09-05,craft,26,Fir Log,Resource,268,Sisal,4,0.05,1,17563.0,False
2026-09-05,craft,26,Fir Log,Resource,127,Spanish Town,4,0.05,1,3.0,False
2026-09-05,craft,26,Fir Log,Resource,309,Tampa,4,0.05,1,191.0,False
2026-09-05,craft,26,Fir Log,Resource,263,Tantun Cuzamil,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,213,Tolú,4,0.05,1,5.0,False
2026-09-05,craft,26,Fir Log,Resource,244,Truxillo,4,0.05,1,3591431.0,False
2026-09-05,craft,26,Fir Log,Resource,364,William's Bay,4,0.05,1,1.0,False
2026-09-05,craft,26,Fir Log,Resource,181,Yaguaraparo,4,0.05,1,13.0,False
2026-09-05,craft,620,Fish Meat,Resource,50,Baracoa,2,0.05,1,2407743.0,False
2026-09-05,craft,620,Fish Meat,Resource,20,Deadman's Cay,2,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,311,Gasparilla,2,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,179,Guayaguayare,2,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,106,Higüey,2,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,96,La Tortue,2,0.05,1,2400673.0,False
2026-09-05,craft,620,Fish Meat,Resource,185,Pampatar,2,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,256,Salamanca,2,0.05,1,2400200.0,False
2026-09-05,craft,620,Fish Meat,Resource,81,Savanna la Mar,2,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,243,Black River,3,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,149,Camp du Roy,3,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,220,Portobelo,3,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,210,Santa Marta,3,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,266,Selam,3,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,127,Spanish Town,3,0.05,1,2400000.0,False
2026-09-05,craft,620,Fish Meat,Resource,123,Amalienborg,4,0.05,1,1.0,False
2026-09-05,craft,620,Fish Meat,Resource,150,Aves,4,0.05,1,721.0,False
2026-09-05,craft,620,Fish Meat,Resource,321,Ays,4,0.05,1,714.0,False
2026-09-05,craft,620,Fish Meat,Resource,35,Baja,4,0.05,1,1068.0,False
2026-09-05,craft,620,Fish Meat,Resource,111,Barahona,4,0.05,1,12536.0,False
2026-09-05,craft,620,Fish Meat,Resource,137,Basseterre Town,4,0.05,1,167.0,False
2026-09-05,craft,620,Fish Meat,Resource,253,Belize,4,0.05,1,1188.0,False
2026-09-05,craft,620,Fish Meat,Resource,257,Bensalem,4,0.05,1,5196.0,False
2026-09-05,craft,620,Fish Meat,Resource,10,Bimini,4,0.05,1,293.0,False
